gender,points,badges_cnt,user_grade,user_city,has_teacher_cnt,is_self_coach,has_student_cnt,belongs_to_class_cnt,has_class_cnt,is_correct
male,88316,31,6,ty,1,0,0,1,0,2
male,7245,1,6,kh,0,0,0,0,0,0
no_value,95402,18,6,tc,1,0,0,0,0,2
male,25800,8,6,tc,1,0,0,0,0,1
female,3300,0,6,kh,1,0,0,0,0,3
female,2711,0,6,kh,1,0,0,0,0,2
no_value,5775,2,6,ty,1,0,0,0,0,3
female,2175,0,6,kh,0,0,0,0,0,3
no_value,26867,5,6,ntct,1,0,0,1,0,3
female,235853,17,6,tc,1,0,0,1,0,2
female,65199,7,6,tc,1,0,0,0,0,3
male,4347,0,6,ntpc,0,0,0,0,0,3
male,508706,18,6,tc,1,0,0,1,0,3
female,14319,7,6,tc,1,0,0,0,0,1
female,21720,4,6,kh,0,0,0,0,0,3
no_value,6450,3,6,ttct,1,0,0,1,0,1
no_value,118648,21,6,tc,2,0,0,1,0,2
male,6900,0,6,kh,0,0,0,0,0,1
unspecified,5575,0,6,ty,1,0,0,1,0,0
male,24640,6,6,ttct,1,0,0,1,0,2
no_value,44100,3,6,ty,1,0,0,1,0,2
no_value,4571,0,6,tc,1,0,0,1,0,3
female,133190,10,6,tc,1,0,0,1,0,3
female,11010,1,6,kh,0,0,0,0,0,2
male,142996,21,6,ilc,1,0,0,1,0,2
female,53035,4,6,ty,1,0,0,1,0,2
female,40950,7,6,ty,1,0,0,1,0,2
no_value,3955,0,6,ntpc,0,0,0,0,0,2
no_value,33660,5,6,tc,1,0,0,0,0,2
no_value,11410,1,6,tn,0,0,0,0,0,3
no_value,93098,15,6,tc,1,0,0,0,1,2
no_value,104652,31,6,tc,1,0,0,1,0,2
male,8985,0,6,ty,1,0,0,1,0,2
no_value,24601,2,6,ml,1,0,0,1,0,2
female,1332,1,6,ty,1,0,0,1,0,0
no_value,70350,20,6,ilc,1,0,0,1,0,2
no_value,66303,21,6,ilc,1,0,0,1,0,1
male,3825,0,6,kh,0,0,0,0,0,3
male,37799,5,6,tc,1,0,0,0,0,2
no_value,31082,1,6,tc,0,0,0,0,0,3
male,105753,12,6,tc,1,0,0,1,0,3
no_value,3900,1,6,tc,1,0,0,1,0,2
no_value,20655,4,6,ntct,1,0,0,1,0,3
female,57860,13,6,tc,1,0,0,0,0,2
male,165333,24,6,ty,1,0,0,1,0,2
male,40337,18,6,tc,1,0,0,0,0,1
no_value,1875,1,6,kh,2,0,0,2,0,2
no_value,19485,6,6,tc,1,0,0,0,0,2
no_value,66610,28,6,ntpc,1,0,0,1,0,2
male,1260,0,6,tp,0,0,0,0,0,2
unspecified,9630,1,6,tc,1,0,0,1,0,3
no_value,28387,5,6,tc,1,0,0,1,0,2
no_value,5070,0,6,kh,0,0,0,0,0,3
no_value,4674,0,6,tc,1,0,0,1,0,3
female,2475,0,6,kh,1,0,0,0,0,1
male,3225,0,6,hlc,0,0,0,0,0,0
female,6750,0,6,ml,0,0,0,0,0,3
male,9975,0,6,tc,1,0,0,0,0,3
male,5460,0,6,kh,0,0,0,0,0,2
female,21765,1,6,kh,0,0,0,0,0,3
male,72566,7,6,tc,1,0,0,1,0,3
no_value,61957,16,7,ntct,1,0,0,0,0,2
male,100171,18,7,ntct,1,0,0,1,0,3
no_value,22791,4,7,tc,1,0,0,1,0,2
no_value,60869,30,7,ntpc,1,0,0,1,0,1
male,4095,0,7,tp,2,0,0,0,0,3
no_value,18948,1,7,kh,0,0,0,0,0,3
no_value,8126,2,7,ty,0,0,0,0,0,2
no_value,13626,5,7,ntpc,1,0,0,1,0,1
no_value,12487,3,7,kh,0,0,0,0,1,3
female,34022,16,7,ty,3,0,0,3,1,1
no_value,2421,0,7,ntpc,1,0,0,1,0,1
unspecified,3918,0,7,tc,1,0,0,0,0,2
no_value,13105,8,7,ntpc,1,0,0,1,0,1
unspecified,47576,12,7,tp,1,0,0,1,0,2
male,80896,27,7,hc,1,0,0,1,0,2
female,34505,3,7,tp,1,0,0,2,0,3
no_value,53520,3,7,ty,0,0,0,0,0,2
no_value,121855,46,8,tn,0,0,0,0,0,1
female,184038,98,8,ntpc,1,0,0,1,0,1
no_value,84272,10,8,tc,0,0,0,0,0,3
no_value,3225,0,8,tp,1,0,0,1,0,0
male,164657,103,8,ntpc,1,0,0,1,0,0
male,167824,100,8,ntpc,2,1,1,2,1,1
no_value,4125,3,8,ttct,0,0,0,0,0,2
no_value,1200,0,8,tp,0,0,0,0,0,2
no_value,2175,0,8,ttct,0,0,0,0,0,2
no_value,7800,2,8,ntpc,1,0,0,1,0,2
female,46575,18,8,ntpc,1,0,0,1,0,1
no_value,10080,1,8,ntpc,0,0,0,0,0,2
no_value,4204,0,8,tc,0,0,0,0,0,1
no_value,162963,73,8,ntpc,1,0,0,1,0,1
no_value,48123,25,8,ntpc,1,0,0,1,0,1
male,172440,82,8,ntpc,1,0,0,1,0,1
female,135845,21,8,chc,1,0,0,1,0,2
no_value,12891,7,8,ntpc,1,0,0,1,0,1
male,5685,0,8,ntpc,0,0,0,0,0,3
male,174158,100,8,ntpc,1,0,0,1,0,1
unspecified,30858,5,8,tp,1,0,0,1,0,2
no_value,107060,69,8,ntpc,1,0,0,1,0,1
no_value,7050,5,8,ntpc,1,0,0,1,0,1
female,11086,5,8,tp,0,0,0,0,0,2
female,195082,98,8,ntpc,1,0,0,1,0,1
no_value,67855,33,8,ntpc,1,0,0,1,0,1
no_value,3975,4,8,chc,1,0,0,1,0,0
male,8788,1,8,ylc,0,0,0,0,0,2
no_value,882,0,9,ttct,0,0,0,0,0,1
unspecified,64622,15,9,ttct,1,0,0,1,0,2
female,113395,16,9,hc,1,0,0,1,0,2
no_value,5610,0,9,ntpc,0,0,0,0,0,3
no_value,37607,10,9,ntct,0,0,0,0,0,1
no_value,82752,16,9,ntct,0,0,0,0,0,1
no_value,28665,2,9,ntct,1,0,0,0,0,3
no_value,3525,1,9,hlc,1,0,0,1,0,2
no_value,71524,24,9,ntct,0,0,0,0,0,1
no_value,23140,1,9,ty,0,0,0,0,0,3
male,45533,12,9,ntct,0,0,0,0,0,1
no_value,33515,8,9,ntct,0,0,0,0,0,1
no_value,25789,1,9,phc,1,0,0,1,0,3
no_value,53431,13,9,ntct,0,0,0,0,0,1
no_value,67751,21,9,ntct,0,0,0,0,0,1
unspecified,55890,5,9,tp,0,0,0,0,0,2
no_value,12525,3,9,tn,0,0,0,0,0,1
no_value,2160,0,9,tc,0,0,0,0,0,0
no_value,2175,0,10,ntpc,1,0,0,1,0,3
no_value,2255,0,10,ilc,0,0,0,0,0,3
male,32540,12,10,tp,0,0,0,0,0,2
no_value,8394,0,10,ptc,0,0,0,0,0,3
no_value,6000,0,10,ptc,0,0,0,0,0,3
no_value,151794,43,11,tc,1,0,0,1,0,1
no_value,12720,6,12,ntpc,1,0,0,1,0,1
no_value,105886,30,2,tp,1,0,0,1,0,1
no_value,66462,11,2,ntpc,0,0,0,0,0,2
unspecified,17760,1,3,kh,2,0,0,2,0,3
no_value,170279,53,3,ilc,2,0,0,3,0,2
female,37125,8,3,tp,1,0,0,1,0,2
female,27745,2,3,tp,1,0,0,1,0,3
no_value,700471,105,3,tp,0,0,0,0,0,3
female,2175,0,3,tp,0,0,0,0,0,2
unspecified,46965,2,3,tp,1,0,0,1,0,3
female,43415,17,4,tc,1,0,0,1,0,2
male,82629,11,4,tc,1,0,0,1,0,2
no_value,37050,2,4,tp,1,0,0,1,0,3
female,45020,4,4,tc,1,0,0,1,0,2
no_value,99256,15,4,tp,2,0,0,2,0,3
female,101424,24,4,tc,1,0,0,1,0,2
no_value,2250,0,4,tn,0,0,0,0,0,3
no_value,73990,28,4,tc,1,0,0,1,0,1
no_value,73949,25,4,tc,0,0,0,0,0,2
male,98551,10,4,tc,1,0,0,1,0,2
female,46420,13,4,tc,1,0,0,1,0,2
no_value,5142,2,4,kh,0,0,0,0,0,2
no_value,7160,0,4,tn,1,0,0,1,0,3
male,154399,22,5,tc,1,0,0,1,0,3
no_value,3354,0,5,ntpc,0,0,0,0,0,3
female,16650,3,5,tc,0,0,0,0,0,2
male,128591,33,5,ptc,2,0,0,2,0,1
male,43942,10,5,tc,1,0,0,1,0,1
female,27900,10,5,ntpc,2,0,0,2,0,2
unspecified,24380,10,5,ntpc,2,0,0,2,0,1
male,19800,8,5,ntpc,2,0,0,2,0,2
male,58422,13,5,ntpc,2,0,0,2,0,3
male,172535,18,5,ntpc,2,0,0,2,0,3
female,48976,9,5,ntpc,2,0,0,2,0,3
no_value,16662,1,5,kh,0,0,0,0,0,3
female,31560,10,5,ntpc,2,0,0,2,0,2
female,40580,10,5,ntpc,2,0,0,2,0,3
no_value,10125,1,5,cy,1,0,0,1,0,2
female,75082,6,5,ty,1,0,0,1,0,3
female,37363,11,5,ntpc,2,0,0,2,0,2
male,42480,12,5,ntpc,2,0,0,2,0,2
female,38465,7,5,ntpc,2,0,0,2,0,3
no_value,52225,4,5,hc,1,0,0,1,0,2
female,30510,10,5,ntpc,2,0,0,2,0,2
male,37646,10,5,ntpc,2,0,0,2,0,2
male,37117,4,5,tp,0,0,0,0,0,3
no_value,9450,5,5,tc,1,0,0,0,0,1
no_value,11030,1,5,tp,0,0,0,0,0,2
no_value,59625,6,5,kh,1,0,0,1,0,2
male,38442,8,5,ntpc,2,0,0,2,0,3
no_value,56145,10,5,hc,1,0,0,1,0,2
no_value,22725,4,5,ntct,1,0,0,1,0,3
female,30525,11,5,ntpc,2,0,0,2,0,2
no_value,71225,17,5,hc,1,0,0,1,0,1
no_value,10455,1,5,kh,1,0,0,0,0,3
female,14775,1,5,tp,0,0,0,0,0,2
no_value,56459,8,5,hc,1,0,0,1,0,2
no_value,13497,1,5,tp,0,0,0,0,0,2
male,39747,6,5,hc,1,0,0,0,0,3
no_value,16249,3,5,hc,1,0,0,1,0,2
male,32477,10,5,ntpc,2,0,0,2,0,1
female,36300,9,5,ntpc,2,0,0,2,0,2
male,16250,1,5,ntpc,2,0,0,2,0,3
female,26993,9,5,ntpc,1,0,0,1,0,1
female,7260,1,6,hc,0,0,0,0,0,2
no_value,59324,16,6,tc,1,0,0,1,0,1
female,1125,0,6,tp,1,0,0,0,0,2
male,14335,6,6,tc,1,0,0,0,0,2
unspecified,132940,17,6,tp,1,0,0,1,0,3
no_value,3059,0,6,tp,0,0,0,0,0,2
male,55041,15,6,tp,1,0,0,1,0,1
male,2625,0,6,tc,1,0,0,0,0,3
no_value,26160,2,6,tp,1,0,0,1,0,3
no_value,31750,5,6,tc,1,0,0,1,0,2
no_value,7410,0,6,kh,0,0,0,0,0,3
no_value,4790,1,6,ty,0,0,0,0,0,1
no_value,340174,30,6,tc,1,0,0,1,0,2
male,11385,1,6,ntpc,0,0,0,0,0,3
no_value,10198,1,6,ntct,1,0,0,1,0,2
no_value,1275,0,6,tp,1,0,0,0,0,1
no_value,9790,0,7,ty,0,0,0,0,0,3
no_value,2532,0,7,kh,0,0,0,0,0,3
no_value,8614,3,7,kh,0,0,0,0,0,2
male,139260,27,7,tc,0,0,0,0,0,2
no_value,6660,0,7,kh,0,0,0,0,0,2
no_value,1914,0,7,kh,0,0,0,0,0,3
no_value,5625,3,7,kh,0,0,0,0,0,3
no_value,9375,0,7,kh,0,0,0,0,0,3
no_value,18099,6,7,tp,0,0,0,0,0,3
no_value,825,0,7,tp,0,0,0,0,0,1
no_value,3600,0,7,kh,0,0,0,0,0,2
male,18623,1,7,ntpc,1,1,1,1,1,3
no_value,2092,0,7,kh,0,0,0,0,0,0
no_value,5910,0,7,kh,0,0,0,0,0,3
female,115481,33,7,ty,1,0,0,1,0,1
no_value,93665,27,7,kh,0,0,0,0,0,3
no_value,6460,0,7,ylc,1,0,0,1,0,2
female,50721,12,7,ntpc,1,0,0,1,1,2
no_value,2850,0,7,kh,0,0,0,0,0,1
no_value,105592,9,7,kh,1,0,0,1,0,2
no_value,8087,0,7,kh,0,0,0,0,0,2
no_value,5580,0,7,kh,0,0,0,0,0,3
no_value,3630,0,7,kh,0,0,0,0,0,2
male,41789,4,7,ntpc,0,0,0,0,0,3
no_value,4935,0,7,kh,0,0,0,0,0,3
male,46725,19,7,tc,1,0,0,1,0,1
male,8649,0,7,tc,0,0,0,0,0,3
female,17549,2,7,kh,0,0,0,0,0,3
no_value,10875,1,7,kh,0,0,0,0,0,3
no_value,2925,0,7,kh,0,0,0,0,0,3
no_value,4860,0,7,kh,0,0,0,0,0,2
no_value,8175,1,7,kh,0,0,0,0,0,3
no_value,7133,0,7,kh,0,0,0,0,0,3
no_value,2250,0,7,kh,0,0,0,0,0,2
unspecified,50025,45,7,tc,1,0,0,1,0,1
male,40125,17,7,tc,1,0,0,1,0,1
female,21450,5,7,hlc,1,0,0,1,0,2
male,5250,0,7,kh,0,0,0,0,0,3
no_value,10680,1,7,kh,1,0,0,1,0,3
no_value,5331,0,7,kh,0,0,0,0,0,3
no_value,2925,0,7,kh,0,0,0,0,0,3
no_value,3550,0,7,kh,0,0,0,0,0,3
female,51175,23,7,ty,1,0,0,1,0,1
male,33675,9,8,tp,1,0,0,1,0,2
no_value,4800,2,8,kl,0,0,0,0,0,1
male,4906,1,8,tp,1,0,0,1,0,1
no_value,30048,4,8,tp,0,0,0,0,0,3
unspecified,47885,16,8,chc,1,0,0,1,0,1
male,27525,13,8,tp,1,0,0,1,0,2
female,32775,17,8,tp,1,0,0,1,0,2
no_value,10860,2,8,ntpc,2,0,0,1,0,2
female,28350,12,8,tp,1,0,0,1,0,2
male,20100,9,8,tp,1,0,0,1,0,1
male,23481,12,8,tp,1,0,0,1,0,2
no_value,5625,2,8,tp,1,0,0,1,0,2
no_value,4,0,8,ntpc,0,0,0,0,0,0
unspecified,58544,15,8,tp,3,0,0,3,0,2
male,13875,6,8,tp,1,0,0,1,0,2
no_value,1977,0,8,kl,0,0,0,0,0,2
no_value,9325,2,9,ntct,0,0,0,0,0,1
no_value,1050,0,9,tp,1,0,0,1,0,0
no_value,5025,0,9,ntpc,1,0,0,1,0,3
no_value,9481,4,9,tp,1,0,0,1,0,0
no_value,12351,1,9,tp,0,0,0,0,0,2
no_value,5700,0,9,km,0,0,0,0,0,3
no_value,19450,3,9,tp,1,0,0,1,0,1
female,4260,0,9,km,0,0,0,0,0,2
male,44314,8,9,ntct,0,0,0,0,0,0
no_value,15918,8,9,kh,1,0,0,1,0,1
no_value,15510,2,9,km,0,0,0,0,0,2
no_value,5772,0,9,tp,0,0,0,0,0,0
unspecified,2385,0,10,tp,1,0,0,0,0,3
female,1725,0,10,tp,1,0,0,1,0,3
no_value,2250,0,10,tc,0,0,0,0,0,2
male,378,0,10,tp,1,0,0,1,0,0
male,3480,0,10,tp,1,0,0,1,0,2
no_value,78556,25,11,tp,1,0,0,1,0,1
no_value,48350,7,12,tp,1,0,0,1,0,3
no_value,5775,0,1,tc,0,0,0,0,0,3
no_value,70747,4,1,tc,0,0,0,0,0,3
unspecified,290913,36,1,tn,0,0,0,0,0,3
no_value,8760,0,2,ntpc,0,0,0,0,0,3
no_value,5399,0,2,tc,0,0,0,0,0,1
no_value,16655,1,3,tc,0,0,0,0,0,3
unspecified,10350,3,3,ty,0,0,0,0,0,2
no_value,50257,4,3,kh,1,0,0,1,0,3
no_value,73597,15,3,tc,1,0,0,1,0,3
no_value,51450,13,3,tc,0,0,0,0,0,3
unspecified,64027,9,3,ty,1,0,0,1,0,2
male,97389,20,3,tc,0,0,0,0,1,3
female,72725,18,4,tp,6,0,0,8,0,3
no_value,6795,0,4,tp,0,0,0,0,0,3
male,67753,17,4,ty,1,0,0,1,0,2
no_value,1682,0,4,ty,0,0,0,0,0,3
female,38456,4,4,tc,0,0,7,0,0,3
no_value,6573,3,4,ntpc,0,0,0,0,0,3
no_value,11415,3,4,tp,0,0,0,0,0,3
female,37797,2,4,tp,0,0,0,0,0,3
no_value,12356,1,4,ty,0,0,0,0,0,3
no_value,52897,3,5,tc,0,0,0,0,0,2
female,29985,3,5,ntpc,0,0,0,0,0,2
no_value,16845,1,5,ntpc,0,0,0,0,0,3
no_value,4763,0,5,ty,1,0,0,1,0,3
no_value,42427,11,5,tp,1,0,0,1,0,1
female,56113,6,5,ntpc,1,0,0,1,0,3
male,12000,1,5,ttct,1,0,0,1,0,3
female,10425,1,5,ntpc,2,0,0,2,1,2
no_value,69294,8,5,tn,1,0,0,1,0,3
no_value,8634,0,5,ty,1,0,0,1,0,3
no_value,1125,0,5,ty,1,0,0,1,0,3
no_value,5775,0,6,tn,0,0,0,0,0,3
no_value,3600,0,6,tc,0,0,0,0,0,1
no_value,75,0,6,ty,0,0,0,0,0,1
no_value,4290,0,6,tn,0,0,0,0,0,2
no_value,9825,6,6,kh,0,0,0,0,0,1
no_value,166710,50,6,ntpc,0,0,0,0,0,3
no_value,1388,0,6,ty,1,0,0,1,0,1
no_value,16361,4,6,tc,0,0,0,0,0,3
female,15988,2,6,tc,1,0,0,0,0,2
no_value,5460,0,6,tp,0,0,0,0,0,3
female,6449,0,7,ntpc,0,0,0,0,0,3
no_value,6600,3,7,ty,0,0,0,0,0,3
no_value,2850,0,7,ptc,1,0,0,0,0,3
no_value,750,0,7,ptc,1,0,0,0,0,0
no_value,1567,0,7,tc,0,0,0,0,0,1
no_value,6450,2,7,tp,0,0,0,0,0,2
female,1950,0,7,ptc,1,0,0,0,0,3
male,23826,6,7,tn,3,0,0,1,0,2
no_value,4509,0,7,ntpc,0,0,0,0,0,2
no_value,13410,1,7,tp,0,0,0,0,0,3
no_value,167578,25,7,tp,0,0,0,0,0,3
no_value,975,0,7,ptc,1,0,0,0,0,3
no_value,134525,37,7,tp,0,0,0,0,0,2
no_value,85,0,7,tp,0,0,0,0,0,0
no_value,27460,6,8,hlc,1,0,0,1,0,3
no_value,2025,0,8,tc,1,0,0,1,0,1
no_value,47301,14,8,tp,0,0,0,0,1,2
male,25025,4,8,tc,1,0,0,1,0,2
no_value,104911,8,8,ntpc,0,0,0,0,0,2
no_value,9060,0,8,ty,0,0,0,0,0,3
male,2600,0,8,tp,0,0,0,0,0,3
female,369135,37,8,ntpc,0,0,0,0,1,3
no_value,86925,26,8,hlc,2,0,0,2,0,2
no_value,89043,13,8,hlc,1,0,0,1,0,3
no_value,1125,0,8,tc,1,0,0,1,0,1
no_value,58134,10,8,hlc,1,0,0,1,0,2
no_value,84812,21,8,kh,1,0,0,1,0,3
no_value,50553,16,8,tp,2,0,0,3,0,3
no_value,32224,2,9,kh,0,0,0,0,1,1
male,121810,34,9,ntpc,0,0,0,0,0,2
male,6367,0,9,kh,0,0,0,0,0,2
no_value,4364,0,9,ntpc,0,0,0,0,0,0
no_value,1770,0,1,tp,0,0,0,0,0,2
no_value,4752,0,2,tc,0,0,0,0,0,3
no_value,30845,3,2,tp,0,0,0,0,0,0
no_value,15309,1,2,ntpc,0,0,0,0,0,3
no_value,3675,0,2,ntpc,0,0,0,0,0,3
no_value,62283,1,3,ntpc,0,0,0,0,0,2
no_value,44097,8,3,tp,1,0,0,1,0,3
male,211135,28,3,tp,0,0,0,0,0,3
unspecified,48482,7,3,ntpc,0,0,0,0,0,2
male,25652,2,3,lj,2,0,0,2,0,3
no_value,56581,12,3,ntpc,0,0,0,0,0,2
no_value,18358,6,3,tc,0,0,0,0,0,3
no_value,2922,0,3,tp,0,0,0,0,0,2
male,203739,33,3,tc,0,0,0,0,0,3
male,7911,0,3,tp,0,0,0,0,0,3
no_value,4275,1,3,ty,0,0,0,0,0,2
no_value,46992,4,4,tp,0,0,0,0,0,3
no_value,27296,8,4,ntpc,0,0,0,0,0,3
no_value,1725,0,4,tc,0,0,0,0,1,2
female,15778,2,4,tp,0,0,0,0,0,2
female,3480,0,4,tp,0,0,0,0,0,2
no_value,4875,1,4,ty,0,0,0,0,0,3
no_value,4425,1,4,ty,0,0,0,0,0,2
female,11843,4,4,tp,0,0,0,0,0,3
no_value,4596,0,4,ntpc,0,0,0,0,0,3
no_value,15561,1,4,tc,0,0,0,0,0,3
unspecified,110087,18,4,ty,1,0,0,1,0,3
no_value,525,0,5,tp,0,0,0,0,0,3
no_value,438,0,5,tp,0,0,0,0,0,1
male,32025,7,5,tc,0,0,0,0,0,3
male,18994,3,5,kh,0,0,0,0,0,2
no_value,1800,0,5,ty,1,0,0,1,0,3
unspecified,21105,4,5,ty,1,0,0,1,0,2
no_value,6212,0,5,tp,0,0,0,0,0,2
female,54452,4,5,tp,0,0,0,0,0,3
no_value,4910,0,5,ntpc,0,0,0,0,0,1
no_value,91293,20,5,ntpc,2,1,1,2,1,3
no_value,5001,0,5,ntpc,0,0,0,0,0,0
female,241459,27,5,tc,0,0,0,0,0,3
male,1950,0,5,tp,1,0,0,1,0,3
no_value,15566,1,6,ty,0,0,0,0,0,3
no_value,1710,0,6,ty,0,0,0,0,0,2
no_value,49865,1,6,tp,0,0,0,0,0,3
no_value,177932,11,6,tc,0,0,0,0,0,3
male,7954,1,6,tp,0,0,0,0,0,3
no_value,3719,0,6,tc,0,0,0,0,0,3
no_value,38011,16,6,tp,1,0,0,1,0,2
unspecified,2100,0,6,ntpc,0,0,0,0,0,3
no_value,6465,3,6,kh,0,0,0,0,0,3
no_value,25921,4,6,ntpc,0,0,0,0,0,3
no_value,96840,15,6,ty,0,0,0,0,0,3
no_value,21757,1,6,tp,0,0,0,0,0,3
no_value,4580,0,6,tp,0,0,0,0,0,2
no_value,4256,0,6,ntpc,0,0,0,0,0,0
no_value,150,0,6,kh,0,0,0,0,0,3
male,105061,14,7,kh,0,0,0,0,0,3
no_value,975,0,7,tp,0,0,0,0,0,3
no_value,60956,4,7,tp,0,0,0,0,0,2
no_value,29789,3,7,tp,1,0,0,1,0,2
no_value,2925,0,7,ty,0,0,0,0,0,2
no_value,4010,0,7,ty,1,0,0,1,0,3
male,203892,59,7,kh,0,0,0,0,0,2
no_value,50243,4,7,kh,0,0,0,0,0,3
female,34544,8,8,tc,0,0,0,0,0,2
no_value,8445,0,8,ntpc,0,0,0,0,0,1
no_value,13092,2,8,cy,0,0,0,0,0,2
no_value,24323,9,8,ty,0,0,0,0,0,1
male,7940,1,8,tp,1,0,0,1,1,1
no_value,1259,0,9,tn,0,0,0,0,0,0
no_value,7935,0,9,cy,0,0,0,0,0,2
no_value,2100,0,9,ntpc,0,0,0,0,0,2
no_value,8590,0,9,ntpc,0,0,0,0,0,0
no_value,10307,1,9,kh,0,0,0,0,0,3
no_value,15126,1,9,tp,0,0,0,0,0,3
no_value,27517,5,9,tp,0,0,0,0,0,2
male,27850,4,9,tp,0,0,0,0,0,3
no_value,75,0,9,tp,0,0,0,0,0,3
male,13500,7,10,tp,1,0,0,1,0,3
no_value,15150,5,1,ttct,0,0,0,0,0,3
female,85642,8,2,lj,2,1,21,2,1,3
female,41730,3,2,tp,1,0,0,1,0,3
unspecified,17825,1,3,ntpc,1,0,0,1,0,3
male,1935,1,3,ntpc,1,0,0,1,0,1
no_value,1275,0,3,ntpc,2,0,0,2,0,3
no_value,6300,0,3,ntpc,1,0,0,1,0,3
no_value,6060,0,3,ntpc,2,0,0,2,0,3
no_value,7738,0,3,ntpc,1,0,0,1,0,3
female,7125,0,3,ntpc,1,0,0,1,0,3
female,1650,0,3,ntpc,2,0,0,2,0,3
no_value,9600,0,3,ntpc,2,0,0,2,0,3
no_value,3225,0,3,kh,0,0,0,0,0,3
unspecified,263580,30,3,ntpc,2,0,0,2,0,3
female,6750,0,3,ntpc,1,0,0,1,1,3
no_value,82090,13,3,kh,2,0,0,2,0,2
no_value,15990,1,3,ntpc,1,0,0,1,0,3
no_value,22215,8,4,tc,1,0,0,1,0,2
no_value,6589,0,4,ntct,0,0,0,0,0,3
no_value,8505,0,4,ntpc,2,0,0,2,0,3
female,25819,3,4,ty,0,0,0,0,0,0
no_value,22720,9,4,tc,1,0,0,1,0,1
male,103450,34,4,ptc,3,0,0,3,0,2
no_value,600,0,4,tc,0,0,0,0,0,2
no_value,3300,0,4,ilc,2,0,0,2,0,3
no_value,5251,2,4,ilc,2,0,0,2,0,3
female,71741,6,4,kh,1,0,0,1,0,3
unspecified,1791,0,4,ty,0,0,0,0,0,3
no_value,900,0,5,tp,0,0,0,0,0,2
female,975,0,5,tp,1,0,0,1,0,0
no_value,16290,2,5,tc,0,0,0,0,0,3
female,21675,1,5,phc,1,0,0,1,0,3
male,120965,20,5,ilc,1,0,0,2,0,2
no_value,18666,7,5,ty,0,0,0,0,0,3
unspecified,220484,38,5,ntpc,1,0,0,1,0,2
male,6975,0,5,ntct,1,0,0,1,0,3
no_value,600,0,5,ntpc,0,0,0,0,0,2
no_value,124335,5,5,ilc,1,0,0,2,0,2
female,216787,22,5,tp,12,0,0,10,0,3
no_value,36283,1,5,ntpc,0,0,0,0,0,3
no_value,7290,0,5,kh,0,0,0,0,0,3
no_value,18600,9,5,ntct,1,0,0,1,0,1
no_value,23310,9,5,chc,1,0,0,1,0,2
male,10443,1,5,ntct,1,0,0,1,0,3
no_value,8241,5,5,ml,2,0,0,2,0,0
no_value,20925,7,5,kh,0,0,0,0,0,2
no_value,11175,1,5,ty,1,0,0,1,0,1
female,10575,1,5,phc,1,0,0,1,0,3
no_value,48671,17,5,tc,1,0,0,1,0,2
male,68390,20,5,chc,1,0,0,1,0,2
male,10933,1,5,tp,0,0,0,0,0,3
no_value,3831,0,5,ilc,2,0,0,3,0,3
female,25575,1,6,ty,1,0,0,1,0,2
female,38681,2,6,ty,1,0,0,1,0,2
no_value,21525,1,6,ylc,1,0,0,1,0,3
no_value,6000,0,6,ty,0,0,0,0,0,3
no_value,1350,1,6,kh,0,0,0,0,0,1
no_value,19861,2,6,ntpc,1,0,0,1,0,2
no_value,975,0,6,tc,0,0,0,0,0,3
female,99757,7,6,ilc,1,0,0,2,0,2
female,6150,0,6,tn,1,0,0,0,0,3
no_value,830,0,6,ntpc,1,0,0,1,0,0
unspecified,24946,2,6,tn,0,0,0,0,0,3
no_value,25098,10,6,hc,0,0,0,0,0,3
female,75485,18,6,tc,1,0,0,0,0,2
no_value,25575,17,6,kh,3,0,0,3,0,1
no_value,101601,33,6,tc,0,0,0,0,0,2
no_value,93038,19,6,hc,0,0,0,0,0,3
male,154441,29,6,tp,1,0,0,1,0,3
no_value,2175,0,6,ylc,1,0,0,1,0,3
male,9975,4,6,tc,1,0,0,1,0,1
female,34920,2,7,ty,0,0,0,0,0,3
no_value,349,0,7,tp,0,0,0,0,0,1
no_value,39662,11,7,tp,0,0,0,0,0,1
unspecified,95225,13,7,ty,1,0,0,1,0,2
male,43020,10,7,ty,1,0,0,1,0,2
no_value,525,0,7,ntpc,0,0,0,0,0,1
no_value,4767,0,7,ty,0,0,0,0,0,0
male,9198,0,7,tp,0,0,0,0,1,2
male,87959,32,7,ty,1,0,0,1,0,1
no_value,4849,0,7,tp,0,0,0,0,0,1
no_value,5175,2,7,ptc,1,0,0,0,0,2
no_value,18645,7,7,ttct,1,0,0,1,0,1
no_value,525,0,7,ntpc,0,0,0,0,0,2
no_value,1899,0,7,tc,0,0,0,0,0,3
male,3225,1,7,hlc,1,0,0,1,0,1
no_value,1380,0,7,ntpc,0,0,0,0,0,3
no_value,6820,2,7,tp,0,0,0,0,1,2
no_value,138801,14,7,ty,1,0,0,1,0,3
unspecified,93133,16,7,ty,1,0,0,1,0,2
no_value,57305,7,7,ptc,0,0,0,0,0,3
female,168945,29,7,ty,1,0,0,1,0,2
unspecified,34380,11,7,ty,1,0,0,1,0,2
no_value,12206,1,7,tp,1,0,0,1,0,3
female,95943,16,7,ty,1,0,0,1,0,2
female,56634,7,7,ty,1,0,0,1,0,3
no_value,65509,2,7,ty,1,0,0,1,0,3
no_value,105753,21,7,ntpc,3,0,0,3,0,3
male,37368,7,7,ty,1,0,0,1,0,3
